time,INT_CO2,INT_REL_HD,MID_INT_TMP,SLR_RAD
2021-10-19 00:44:40+00:00,561.0,59.6,47.71603167367935,-3.8620266699255135
2021-10-19 00:45:41+00:00,562.0,59.7,52.49292659347324,647.2574842795902
2021-10-19 00:45:55+00:00,,,49.85914287656669,0.0
2021-10-19 00:46:00+00:00,563.0,198.24916360465147,51.630502986084366,485.164091523504
2021-10-19 00:48:00+00:00,,59.7,55.916799749311224,408.39500678679246
2021-10-19 00:49:00+00:00,786.0840398067738,59.3,20.0,374.7525213150765
2021-10-19 00:50:00+00:00,563.0,,58.45561796485704,
2021-10-19 00:50:56+00:00,562.0,59.4,43.78634738379396,0.0
2021-10-19 00:51:00+00:00,565.0,59.4,20.0,426.7021301389438
2021-10-19 00:52:00+00:00,1196.0253850122751,118.95270206700124,62.03279109688626,
2021-10-19 00:53:00+00:00,838.9393656052813,,20.0,0.0
2021-10-19 00:54:00+00:00,1235.030357962812,202.81636582964182,52.190090946715195,571.4483949752517
2021-10-19 00:57:00+00:00,,6.656319103939266,,0.0
2021-10-19 00:57:21+00:00,564.0,,48.52925717077045,0.0
2021-10-19 00:59:23+00:00,,128.39894920511787,19.9,366.94072022718586
2021-10-19 00:59:39+00:00,562.0,59.7,57.50158120280835,0.0
2021-10-19 00:59:57+00:00,562.0,165.39428578040983,20.0,386.0042254725451
2021-10-19 01:00:00+00:00,1053.1164104945135,5.4126473707756695,19.9,0.0
2021-10-19 01:01:00+00:00,1220.6671163431608,59.6,,
2021-10-19 01:02:00+00:00,,,20.0,0.0
2021-10-19 01:04:04+00:00,,163.57277645633562,45.68809276843532,
2021-10-19 01:04:30+00:00,566.0,,32.89662255520288,722.9152646296106
2021-10-19 01:05:00+00:00,,59.7,42.79614582527002,
2021-10-19 01:06:42+00:00,566.0,59.8,46.62240581407202,0.0
2021-10-19 01:07:00+00:00,569.0,,53.64682747947731,0.0
2021-10-19 01:08:00+00:00,570.0,181.4220661631236,20.0,0.0
2021-10-19 01:09:00+00:00,570.0,150.45525827732897,,
2021-10-19 01:10:00+00:00,836.3575242252324,59.8,20.0,
2021-10-19 01:12:00+00:00,570.0,143.38627154332528,48.535581131275556,0.0
2021-10-19 01:13:41+00:00,567.0,59.8,20.0,0.0
2021-10-19 01:14:00+00:00,574.0,129.91206594486394,53.06231622284365,416.6855889053541
2021-10-19 01:15:00+00:00,572.0,,20.0,0.0
2021-10-19 01:16:00+00:00,1030.607426477476,145.6974059986981,43.75495833783116,469.1242520328785
2021-10-19 01:17:00+00:00,285.60891655031537,59.7,20.0,0.0
2021-10-19 01:18:00+00:00,569.0,59.7,47.06040182532455,376.5788013595128
2021-10-19 01:20:00+00:00,1173.0735580642236,130.24548855981794,,0.0
2021-10-19 01:21:00+00:00,570.0,145.17226939803274,20.0,906.5616013105016
2021-10-19 01:21:45+00:00,1272.3825870872524,59.8,20.0,0.0
2021-10-19 01:22:00+00:00,570.0,,20.0,1171.7371977571806
2021-10-19 01:23:00+00:00,,184.22001740457915,32.684913178260906,
2021-10-19 01:24:00+00:00,1111.921359250085,177.41840649980605,20.1,
2021-10-19 01:25:00+00:00,571.0,59.8,20.1,968.0437351659186
2021-10-19 01:26:00+00:00,,,,439.06898574877096
2021-10-19 01:27:00+00:00,969.1223936819644,59.7,20.1,-4.3670049595614415
2021-10-19 01:28:00+00:00,,59.8,20.1,729.0483361241891
2021-10-19 01:29:00+00:00,1213.9569304393146,59.9,,
2021-10-19 01:30:00+00:00,,59.7,,
2021-10-19 01:31:00+00:00,1239.327966436632,59.9,20.1,0.0
2021-10-19 01:32:00+00:00,,60.0,,905.4416868206116
2021-10-19 01:34:00+00:00,572.0,60.0,,366.03553281552496
2021-10-19 01:35:00+00:00,,112.2332713523759,20.0,0.0
2021-10-19 01:35:44+00:00,572.0,110.3167602777152,20.0,603.2917105647493
2021-10-19 01:36:00+00:00,,121.5958649660541,44.2057420745789,
2021-10-19 01:37:00+00:00,,60.0,20.0,0.0
2021-10-19 01:38:00+00:00,573.0,60.2,,998.0714644867264
2021-10-19 01:39:00+00:00,572.0,60.3,,0.0
2021-10-19 01:40:00+00:00,1071.3541589077963,,20.0,403.8543632516116
2021-10-19 01:41:00+00:00,1000.0829922428904,60.2,53.87379394485798,
2021-10-19 01:42:00+00:00,,,49.87708011895987,
2021-10-19 01:43:48+00:00,1228.2232713162052,59.9,20.1,0.0
2021-10-19 01:44:00+00:00,,60.3,,0.0
2021-10-19 01:45:00+00:00,970.473331654428,60.4,20.0,884.7994540537426
2021-10-19 01:46:00+00:00,817.2559247401407,60.5,,0.0
2021-10-19 01:47:00+00:00,807.7678983697431,167.29689456863906,52.93958067241424,0.0
2021-10-19 01:48:00+00:00,,201.83758149849837,20.0,458.1992086511261
2021-10-19 01:49:00+00:00,,142.00798358954148,42.765568666547814,0.0
2021-10-19 01:50:00+00:00,749.9293200450082,,,
2021-10-19 01:51:00+00:00,,141.5056497667647,,0.0
2021-10-19 01:52:00+00:00,1011.584070738867,,49.74383657594819,906.0595835929936
2021-10-19 01:53:57+00:00,1173.627207548729,60.3,,
2021-10-19 01:54:00+00:00,1079.8177599508117,136.6618938082855,,920.7238605513598
2021-10-19 01:56:00+00:00,579.0,159.6532947854587,42.04351876622276,0.0
2021-10-19 01:56:08+00:00,,113.28569808287634,20.1,0.0
2021-10-19 01:57:00+00:00,1383.444704954112,189.75617845260268,20.0,-5.4770637876372446
2021-10-19 01:58:00+00:00,1175.5782127711957,,20.0,887.3319250880585
2021-10-19 01:59:00+00:00,830.182678376673,60.5,,481.87554065211503
2021-10-19 02:00:00+00:00,952.0217425018794,,55.98003306841464,381.25721561411984
2021-10-19 02:01:00+00:00,1124.320682500725,162.85179405387396,,944.4104466086992
2021-10-19 02:02:00+00:00,578.0,149.3490776613208,20.0,
2021-10-19 02:03:00+00:00,999.5250222373196,142.82232679875295,20.0,506.7568242862977
2021-10-19 02:04:00+00:00,952.0120940377808,60.4,40.534923928954754,512.7803680047476
2021-10-19 02:05:00+00:00,586.0,60.7,20.1,0.0
2021-10-19 02:06:00+00:00,585.0,60.9,20.0,956.2991444864404
2021-10-19 02:07:00+00:00,,,,415.6278896937061
2021-10-19 02:09:00+00:00,835.4940587932921,,20.0,414.5323257989166
2021-10-19 02:10:00+00:00,1038.1516218008217,60.9,20.0,391.7748624832057
2021-10-19 02:11:00+00:00,1172.071512524465,61.0,20.0,393.85844118434943
2021-10-19 02:11:22+00:00,893.5879724674246,106.44580192995927,62.87813146280468,0.0
2021-10-19 02:12:00+00:00,581.0,61.1,36.417858485488864,0.0
2021-10-19 02:13:00+00:00,583.0,60.8,,788.1422508295777
2021-10-19 02:14:00+00:00,,138.56970544603772,,
2021-10-19 02:15:00+00:00,,61.0,20.0,
2021-10-19 02:17:00+00:00,586.0,61.0,,447.7620772219107
2021-10-19 02:17:11+00:00,587.0,60.9,52.288917249297725,0.0
2021-10-19 02:19:26+00:00,585.0,147.03946499763026,20.0,
2021-10-19 02:19:51+00:00,,61.0,61.80248531012748,0.0
2021-10-19 02:20:00+00:00,,61.1,53.756324584259204,869.9636046122415
2021-10-19 02:21:00+00:00,587.0,141.07082366702048,47.64168026339198,0.0
2021-10-19 02:22:55+00:00,1131.9969251423588,,,404.8530372023935
2021-10-19 02:23:00+00:00,1124.800925817028,,47.33731480442065,0.0
2021-10-19 02:24:00+00:00,1029.6159753731251,8.581572547307935,51.12983771306419,374.373140815472
2021-10-19 02:25:00+00:00,,61.2,20.1,
2021-10-19 02:27:00+00:00,1045.9226468193135,143.6079334216987,51.46062037493121,0.0
2021-10-19 02:28:00+00:00,584.0,114.49154536972999,41.12523940612622,0.0
2021-10-19 02:30:00+00:00,,61.6,43.38662904841364,
2021-10-19 02:30:18+00:00,587.0,61.1,41.199039797565526,384.74796062251016
2021-10-19 02:30:19+00:00,,61.5,20.1,
2021-10-19 02:31:00+00:00,1189.6153581723083,156.07346556785038,20.0,-4.697533148678147
2021-10-19 02:32:00+00:00,589.0,,45.54340970979358,0.0
2021-10-19 02:34:00+00:00,,146.94743888278754,,0.0
2021-10-19 02:35:00+00:00,,,4.446884874715233,0.0
2021-10-19 02:35:12+00:00,590.0,,20.0,367.5728489792705
2021-10-19 02:36:00+00:00,846.8455057471973,,,384.2957503396806
2021-10-19 02:37:00+00:00,592.0,61.7,58.782366276484034,0.0
2021-10-19 02:38:00+00:00,,148.86472130503205,20.0,0.0
2021-10-19 02:39:00+00:00,592.0,130.95915784566193,45.27589355192623,
2021-10-19 02:40:00+00:00,590.0,111.8069575363804,20.0,0.0
2021-10-19 02:41:00+00:00,1173.950160860848,61.6,20.0,
2021-10-19 02:43:00+00:00,591.0,,20.1,0.0
2021-10-19 02:44:00+00:00,872.7594493561927,,20.1,
2021-10-19 02:44:19+00:00,,119.82424907314007,20.1,
2021-10-19 02:45:00+00:00,,61.6,20.1,0.0
2021-10-19 02:46:00+00:00,591.0,196.52301604144037,53.49678588966443,394.6153148993922
2021-10-19 02:47:00+00:00,994.92894267851,147.31838447796522,20.1,426.35735184158193
2021-10-19 02:48:00+00:00,591.0,62.0,,876.3660458105504
2021-10-19 02:49:00+00:00,593.0,62.0,63.227743124847734,1093.7053314619102
2021-10-19 02:50:00+00:00,1190.8184594137072,,20.0,
2021-10-19 02:52:00+00:00,769.3365865783272,129.47773947812058,20.0,1048.021303741181
2021-10-19 02:53:00+00:00,589.0,111.55060209869035,47.03444119589697,0.0
2021-10-19 02:53:47+00:00,,116.08460669608623,4.0020861300999035,0.0
2021-10-19 02:55:00+00:00,1242.5783127430618,133.68348620833765,20.0,404.68655737255045
2021-10-19 02:55:11+00:00,877.02263270483,,20.0,0.0
2021-10-19 02:56:00+00:00,,61.9,0.6977765985562563,0.0
2021-10-19 02:58:00+00:00,594.0,129.14068556846394,,393.1246447630897
2021-10-19 02:59:00+00:00,594.0,,,0.0
2021-10-19 03:00:00+00:00,1222.787318619085,198.6603156567011,20.0,1069.4705247956538
2021-10-19 03:01:00+00:00,596.0,168.65100819899573,52.35547055850368,
2021-10-19 03:01:20+00:00,593.0,62.0,38.552105333373575,
2021-10-19 03:02:00+00:00,,139.96583225228218,39.3940961936203,1002.8760227519548
2021-10-19 03:03:00+00:00,895.9429488552457,133.2118920650071,19.9,0.0
2021-10-19 03:04:00+00:00,876.7112961395204,144.07812121257106,19.9,0.0
2021-10-19 03:05:00+00:00,988.2142865633606,,49.36854040818077,449.2504255709005
2021-10-19 03:06:00+00:00,1033.3773956998984,62.2,40.83605941376257,0.0
2021-10-19 03:07:00+00:00,599.0,62.0,,963.6257179507628
2021-10-19 03:08:00+00:00,599.0,173.11651284573907,,0.0
2021-10-19 03:10:00+00:00,,152.0733691679908,19.9,0.0
2021-10-19 03:11:00+00:00,,,54.03066672021602,0.0
2021-10-19 03:12:00+00:00,601.0,143.6948858185657,46.8166954201128,0.0
2021-10-19 03:12:27+00:00,597.0,62.2,,0.0
2021-10-19 03:13:00+00:00,599.0,198.66456938626393,43.873758361128374,0.0
2021-10-19 03:15:00+00:00,1060.1255360407667,171.19285438829388,53.40768619803509,835.4269355354331
2021-10-19 03:16:00+00:00,1185.6214418736058,212.53674835109342,,0.0
2021-10-19 03:17:00+00:00,965.2019041247772,,,
2021-10-19 03:17:01+00:00,598.0,61.9,20.0,0.0
2021-10-19 03:19:00+00:00,605.0,204.81764762722537,34.82310371900584,477.8358299816238
2021-10-19 03:19:45+00:00,,61.9,60.09826230246978,429.40318051670187
2021-10-19 03:20:00+00:00,876.2058123398053,145.26466822702963,20.0,698.1031128649165
2021-10-19 03:21:00+00:00,1230.3532298576556,61.9,,0.0
2021-10-19 03:22:00+00:00,,62.0,51.68826195410011,
2021-10-19 03:24:00+00:00,1012.4818667463906,61.9,19.9,467.7778123899717
2021-10-19 03:25:00+00:00,603.0,138.76454208411099,64.33750243800789,
2021-10-19 03:26:00+00:00,1098.0592836395233,62.2,19.9,0.0
2021-10-19 03:26:14+00:00,605.0,201.11909402162632,,528.743829617335
2021-10-19 03:27:00+00:00,604.0,116.09884443354748,19.9,416.8934013102127
2021-10-19 03:28:00+00:00,1166.238453539917,62.2,49.39443055533262,726.6015740156759
2021-10-19 03:29:00+00:00,606.0,132.34220683107733,19.9,
2021-10-19 03:30:00+00:00,,153.75483219947782,19.9,0.0
2021-10-19 03:31:00+00:00,1255.6262310130585,119.56682884990164,47.20123887538405,0.0
2021-10-19 03:32:00+00:00,-9999.0,62.1,49.99567081317328,822.8182018588569
2021-10-19 03:33:00+00:00,,153.78914849294597,19.9,0.0
2021-10-19 03:34:00+00:00,,167.38989053317295,19.9,390.25136122479057
2021-10-19 03:35:00+00:00,605.0,61.7,44.77060492733235,0.0
2021-10-19 03:36:00+00:00,605.0,216.36830630427193,,
2021-10-19 03:38:00+00:00,,112.9050387799025,,0.0
2021-10-19 03:39:00+00:00,973.7828146193702,61.6,57.76434105557516,0.0
2021-10-19 03:40:00+00:00,610.0,,53.89656195695882,0.0
2021-10-19 03:40:11+00:00,607.0,,,0.0
2021-10-19 03:42:29+00:00,1312.4967171171215,142.13069737053294,55.40814456166987,0.0
2021-10-19 03:43:00+00:00,604.0,61.8,19.9,419.3523511175125
2021-10-19 03:44:00+00:00,605.0,61.6,2.329855195549074,419.76836334610334
2021-10-19 03:44:03+00:00,,,19.9,476.5940023154342
2021-10-19 03:45:00+00:00,950.549084424184,177.01111051130175,19.9,0.0
2021-10-19 03:46:00+00:00,1192.993762758135,185.88802552651785,3.5847571055927805,
2021-10-19 03:47:46+00:00,609.0,148.8119009282787,44.0099530122438,
2021-10-19 03:48:00+00:00,607.0,,,
2021-10-19 03:49:00+00:00,607.0,,,369.00766761750026
2021-10-19 03:50:00+00:00,608.0,,20.0,423.7323376102621
2021-10-19 03:51:00+00:00,608.0,61.5,52.314683586202364,0.0
2021-10-19 03:52:00+00:00,609.0,108.87456943113688,,905.68437422043
2021-10-19 03:53:00+00:00,608.0,,20.0,0.0
2021-10-19 03:54:00+00:00,607.0,167.27427550814042,45.151033837909935,
2021-10-19 03:55:00+00:00,,108.47622455907641,47.696723715981875,899.0131861833863
2021-10-19 03:56:00+00:00,615.0,61.6,,408.0417790646164
2021-10-19 03:57:00+00:00,1110.102152860403,,20.0,411.2519061053033
2021-10-19 03:58:00+00:00,878.2248979011135,117.45132676463683,46.69575130586552,
2021-10-19 03:59:00+00:00,,61.6,20.0,447.0843656136815
2021-10-19 04:00:00+00:00,610.0,61.6,20.0,
2021-10-19 04:01:00+00:00,610.0,,44.77327257145701,717.1793126691371
2021-10-19 04:02:00+00:00,1061.6847204267249,61.6,56.17382929129181,412.4157888789126
2021-10-19 04:04:00+00:00,612.0,,20.0,416.8668237262338
2021-10-19 04:04:23+00:00,,61.5,20.0,
2021-10-19 04:06:00+00:00,609.0,154.49000578757804,20.0,729.6428914150856
2021-10-19 04:06:01+00:00,609.0,61.7,20.0,
2021-10-19 04:07:00+00:00,611.0,61.6,62.31163121854222,391.652614090248
2021-10-19 04:08:00+00:00,995.399332959142,,20.0,
2021-10-19 04:09:00+00:00,613.0,61.5,52.826655771161285,0.0
2021-10-19 04:10:00+00:00,612.0,111.93229280505658,20.0,417.1339586128751
2021-10-19 04:11:00+00:00,610.0,,,1014.2696211926184
2021-10-19 04:13:00+00:00,611.0,183.47410871053987,52.11326239664501,
2021-10-19 04:15:00+00:00,,,20.1,0.0
2021-10-19 04:15:03+00:00,,61.6,20.0,475.8585371131504
2021-10-19 04:16:00+00:00,1355.073885493986,160.1732960042523,20.1,0.0
2021-10-19 04:17:00+00:00,614.0,61.4,36.210181022778585,
2021-10-19 04:17:50+00:00,747.8843242593674,106.92549258070368,20.1,463.6399969705043
2021-10-19 04:18:00+00:00,614.0,180.50153129271126,-0.04669988615637699,0.0
2021-10-19 04:19:00+00:00,617.0,200.41506949880892,20.1,0.0
2021-10-19 04:20:00+00:00,815.0683782597563,,45.195711908438064,0.0
2021-10-19 04:21:00+00:00,1080.1018828076983,166.37524533038672,20.0,
2021-10-19 04:22:00+00:00,1215.8610220125156,61.6,,365.56205917079706
2021-10-19 04:23:00+00:00,,61.5,62.832691957342284,0.0
2021-10-19 04:25:00+00:00,943.0905214671742,,,766.5265762381241
2021-10-19 04:25:01+00:00,1035.4400956013849,109.32163870398436,44.68300279025455,0.0
2021-10-19 04:26:00+00:00,619.0,152.988750289766,,399.8235927717767
2021-10-19 04:27:00+00:00,1098.748648688131,,20.0,0.0
2021-10-19 04:28:00+00:00,615.0,61.5,36.56959517164066,0.0
2021-10-19 04:29:00+00:00,615.0,61.5,20.0,394.4309745655232
2021-10-19 04:31:00+00:00,995.3636234628766,,41.71045936425736,0.0
2021-10-19 04:31:25+00:00,1084.9824237765858,,50.94431378043588,
2021-10-19 04:32:00+00:00,1212.2187863480458,,20.0,0.0
2021-10-19 04:33:00+00:00,1201.1472712244465,61.7,53.17488123993976,
2021-10-19 04:35:00+00:00,619.0,61.4,45.02018331255401,0.0
2021-10-19 04:35:58+00:00,,156.14511221216364,20.0,0.0
2021-10-19 04:36:00+00:00,1065.3092008638853,,49.94018541436722,943.826033347546
2021-10-19 04:37:00+00:00,1210.4154026211222,61.7,47.81697731062977,
2021-10-19 04:38:00+00:00,,61.5,20.0,0.0
2021-10-19 04:39:00+00:00,620.0,,20.0,
2021-10-19 04:40:00+00:00,,154.95166871731413,,
2021-10-19 04:41:00+00:00,,143.43724006292936,20.0,0.0
2021-10-19 04:42:00+00:00,1115.7563617324668,156.5865361552864,19.9,0.0
2021-10-19 04:43:00+00:00,984.5125132821069,,50.67896395715819,1091.2758679738154
2021-10-19 04:44:00+00:00,,149.92070364450856,19.9,
2021-10-19 04:45:00+00:00,1205.573064712045,,19.9,858.0130880588829
2021-10-19 04:46:00+00:00,1045.5983181868578,61.5,19.9,
2021-10-19 04:47:00+00:00,1281.573855045482,149.28946185831597,,388.0162379411209
2021-10-19 04:48:00+00:00,877.4816275090194,147.08454002779337,51.646125156939505,0.0
2021-10-19 04:49:00+00:00,1200.0103733172969,61.3,,0.0
2021-10-19 04:50:00+00:00,620.0,,,0.0
2021-10-19 04:51:00+00:00,,138.32452006869147,,405.4168574522356
2021-10-19 04:52:00+00:00,624.0,129.370173849996,19.9,973.691604358864
2021-10-19 04:53:00+00:00,627.0,113.30515861733609,41.361389298596755,438.5564041973587
2021-10-19 04:54:43+00:00,627.0,7.0201003302579155,19.9,0.0
2021-10-19 04:55:00+00:00,1114.5765051494866,178.01779739022862,48.15056907801152,0.0
2021-10-19 04:56:00+00:00,623.0,61.8,19.8,0.0
2021-10-19 04:57:00+00:00,914.7147796349968,140.62456316340084,19.8,0.0
2021-10-19 04:58:00+00:00,741.6531340310319,133.36112910072126,,0.0
2021-10-19 04:59:00+00:00,-9999.0,61.4,,0.0
2021-10-19 05:00:00+00:00,1185.0879738263086,150.56305204006395,19.9,1047.4613204840025
2021-10-19 05:01:00+00:00,1204.4442305152404,61.6,35.48511383116313,
2021-10-19 05:02:00+00:00,1334.121475341268,,19.9,0.0
2021-10-19 05:03:00+00:00,942.1380941073032,61.2,,0.0
2021-10-19 05:04:00+00:00,781.7400591652166,169.66803629044816,19.9,458.8868775120007
2021-10-19 05:05:00+00:00,280.9636368722914,,,408.52142404584765
2021-10-19 05:06:00+00:00,1027.8040261289366,160.34368401163528,19.9,0.0
2021-10-19 05:08:00+00:00,1239.3977863888242,178.39701196636656,47.73197458180378,
2021-10-19 05:09:00+00:00,978.2018045979012,,19.9,482.38027645889065
2021-10-19 05:10:00+00:00,628.0,126.69279576113476,44.451879607781876,907.5584471446024
2021-10-19 05:10:46+00:00,1264.561644717177,61.5,0.3027038471252812,809.0097760691062
2021-10-19 05:11:00+00:00,632.0,61.4,19.9,0.0
2021-10-19 05:12:00+00:00,,,19.9,-6.688391984320607
2021-10-19 05:13:00+00:00,1106.0885859479336,178.99693301349376,19.9,435.7948709631443
2021-10-19 05:14:00+00:00,,179.55497184441614,60.16046972070206,
2021-10-19 05:16:00+00:00,,12.911264474566586,20.0,0.0
2021-10-19 05:17:00+00:00,980.8796991683718,61.2,,909.9138450396266
2021-10-19 05:17:43+00:00,283.67438320288954,161.47531979335594,38.385802014954486,427.6162539992258
2021-10-19 05:18:00+00:00,628.0,134.72556418587524,20.0,0.0
2021-10-19 05:19:00+00:00,1089.237046625104,213.01866004856765,20.0,477.9436773296189
2021-10-19 05:20:00+00:00,876.2250799063648,61.3,49.003465741320355,470.9880394588457
2021-10-19 05:21:00+00:00,1383.2750017206245,208.13591232389976,,437.8352807861038
2021-10-19 05:23:00+00:00,1128.489205472933,,19.9,445.80350282140887
2021-10-19 05:23:37+00:00,,61.1,53.92776402705331,422.3531495003594
2021-10-19 05:26:00+00:00,1048.009765103232,169.1054892154081,19.8,624.3298966150754
2021-10-19 05:27:00+00:00,,189.91935463487533,7.196459126571051,
2021-10-19 05:27:29+00:00,,,19.9,903.7550519831052
2021-10-19 05:28:00+00:00,,61.4,46.703901919864435,
2021-10-19 05:29:17+00:00,627.0,139.36755962985424,,461.727477946038
2021-10-19 05:30:00+00:00,633.0,61.0,,0.0
2021-10-19 05:31:00+00:00,1154.0231223738967,148.37891678796288,19.9,0.0
2021-10-19 05:32:00+00:00,1198.8901364954097,136.0980331193743,19.9,
2021-10-19 05:33:00+00:00,872.5050163224375,,49.317790112691576,0.0
2021-10-19 05:33:39+00:00,878.1501135162199,163.892567197947,19.9,400.7653990085087
2021-10-19 05:34:00+00:00,,,19.9,
2021-10-19 05:35:00+00:00,,178.1331425381034,19.9,
2021-10-19 05:36:00+00:00,,145.13877465768957,32.015136203206175,
2021-10-19 05:37:00+00:00,634.0,147.6580947031606,,
2021-10-19 05:38:00+00:00,738.1282405081025,,61.889840093281734,1033.169216505671
2021-10-19 05:39:00+00:00,634.0,60.5,,0.0
2021-10-19 05:40:00+00:00,632.0,,19.9,0.0
2021-10-19 05:41:00+00:00,632.0,60.7,19.9,0.0
2021-10-19 05:42:00+00:00,,132.92857210708704,40.74666442201736,0.0
2021-10-19 05:43:00+00:00,285.14233213531577,60.7,52.946907580970816,431.2611114868464
2021-10-19 05:45:42+00:00,,,52.41010501218491,0.0
2021-10-19 05:46:00+00:00,637.0,60.6,46.68138475842067,865.2724791953858
2021-10-19 05:48:00+00:00,635.0,60.5,41.32205055202735,
2021-10-19 05:48:27+00:00,636.0,60.7,5.261582617548989,0.0
2021-10-19 05:49:00+00:00,1052.0378860562637,60.6,19.8,968.298657292744
2021-10-19 05:50:00+00:00,1211.6476001988851,,48.174253315933825,-4.4369177335864745
2021-10-19 05:50:47+00:00,635.0,,19.8,0.0
2021-10-19 05:51:00+00:00,775.8181165657954,,38.80752948656794,0.0
2021-10-19 05:52:00+00:00,633.0,60.4,19.8,0.0
2021-10-19 05:53:00+00:00,959.4112031903178,60.0,19.9,398.5647230623935
2021-10-19 05:55:00+00:00,1003.6307603839318,115.54018692963542,46.794517226550894,422.87428260421086
2021-10-19 05:55:48+00:00,-9999.0,192.43730855769425,,0.0
2021-10-19 05:56:00+00:00,953.8857715423848,,51.691609722617095,0.0
2021-10-19 05:57:55+00:00,638.0,,19.8,445.82284578444194
2021-10-19 05:58:00+00:00,,199.13617402188908,4.637031596907249,618.7917388124342
2021-10-19 05:59:00+00:00,,59.9,19.8,381.3029195245505
2021-10-19 06:00:00+00:00,641.0,130.42326780757466,19.8,383.0267628742197
2021-10-19 06:01:00+00:00,798.9600462662017,60.0,,
2021-10-19 06:02:00+00:00,803.9003453691278,,19.8,419.7386983506976
2021-10-19 06:04:00+00:00,638.0,171.2799312619196,,
2021-10-19 06:05:00+00:00,,128.9995155934301,19.9,0.0
2021-10-19 06:07:00+00:00,1166.748562345187,59.8,47.842827192422455,1066.6240876155075
2021-10-19 06:07:39+00:00,638.0,60.1,,
2021-10-19 06:08:00+00:00,640.0,59.8,19.9,
2021-10-19 06:09:00+00:00,1047.8824407683342,155.06847601266094,19.8,0.0
2021-10-19 06:10:00+00:00,640.0,59.9,19.8,0.0
2021-10-19 06:10:08+00:00,1153.7495938628592,191.53063315486244,61.517206586767,
2021-10-19 06:11:00+00:00,1026.575917910338,60.0,47.94938979135112,
2021-10-19 06:12:00+00:00,640.0,203.56217320566952,,438.0675541804851
2021-10-19 06:14:00+00:00,635.0,,19.8,0.0
2021-10-19 06:14:36+00:00,638.0,166.2548776121638,49.474813221779456,473.6390273933913
2021-10-19 06:17:05+00:00,1320.7978714539377,59.5,19.8,0.0
2021-10-19 06:18:00+00:00,1182.3241732247095,,19.8,874.7932524760998
2021-10-19 06:19:00+00:00,,59.3,19.8,445.515981609778
